KPKNL,KATEGORI  PEMOHON LELANG/PENJUAL,JENIS LELANG,JAMINAN PENAWARAN LELANG,KATEGORI BARANG,UMKM,SIFAT BARANG,Jenis Lelang Umum,Quartal,Jenis Lelang Umum,NILAI LIMIT,Bulan Lelang,Tahun Lelang,JUMLAH PESERTA LELANG,STATUS LELANG,JENIS PENAWARAN
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,832000000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,293000000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,336000000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,498000000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,PEMERINTAH DAERAH,BARANG MILIK DAERAH,0.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,5858000,2,2022,0,TAP,Internet Open Bidding
KPKNL Batam,PEMERINTAH DAERAH,BARANG MILIK DAERAH,0.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,1323000,2,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK MANDIRI (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,227000000,2,2022,0,TAP,Internet Open Bidding
KPKNL Batam,BANK PERKREDITAN RAKYAT,PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,250000000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK MUAMALAT INDONESIA, Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,20314200000,3,2022,0,BATAL,Internet Open Bidding
KPKNL Batam,BANK PERKREDITAN RAKYAT,PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,250000000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,KEMENTERIAN/LEMBAGA,BMN TEGAHAN KEPABEANAN DAN CUKAI,0.0,Kapal,Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,49149000,2,2022,0,TAP,Internet Open Bidding
KPKNL Batam,KEJAKSAAN,BARANG RAMPASAN,0.0,Kapal,Tidak,BB,Eksekusi,1,Eksekusi,5000000,2,2022,0,TAP,Internet Open Bidding
KPKNL Batam,KEJAKSAAN,BARANG RAMPASAN,0.0,Kapal,Tidak,BB,Eksekusi,1,Eksekusi,94000000,2,2022,0,TAP,Internet Open Bidding
KPKNL Batam,KEJAKSAAN,BARANG RAMPASAN,0.0,Kapal,Tidak,BB,Eksekusi,1,Eksekusi,90000000,2,2022,0,TAP,Internet Open Bidding
KPKNL Batam,KEJAKSAAN,BARANG RAMPASAN,0.0,Kapal,Tidak,BB,Eksekusi,1,Eksekusi,133000000,2,2022,0,TAP,Internet Open Bidding
KPKNL Batam,KEJAKSAAN,BARANG RAMPASAN,0.0,Kapal,Tidak,BB,Eksekusi,1,Eksekusi,103000000,2,2022,0,TAP,Internet Open Bidding
KPKNL Batam,KEJAKSAAN,BARANG RAMPASAN,0.0,Kapal,Tidak,BB,Eksekusi,1,Eksekusi,94000000,2,2022,0,TAP,Internet Open Bidding
KPKNL Batam,KEJAKSAAN,BARANG RAMPASAN,0.0,Kapal,Tidak,BB,Eksekusi,1,Eksekusi,103000000,2,2022,0,TAP,Internet Open Bidding
KPKNL Batam,KEJAKSAAN,BARANG RAMPASAN,0.0,Kapal,Tidak,BB,Eksekusi,1,Eksekusi,114000000,2,2022,0,TAP,Internet Open Bidding
KPKNL Batam,KEJAKSAAN,BARANG RAMPASAN,0.0,Kapal,Tidak,BB,Eksekusi,1,Eksekusi,103000000,2,2022,0,TAP,Internet Open Bidding
KPKNL Batam,KEJAKSAAN,BARANG RAMPASAN,0.0,Kapal,Tidak,BB,Eksekusi,1,Eksekusi,165000000,2,2022,0,TAP,Internet Open Bidding
KPKNL Batam,KEJAKSAAN,BARANG RAMPASAN,0.0,Kapal,Tidak,BB,Eksekusi,1,Eksekusi,165000000,2,2022,0,TAP,Internet Open Bidding
KPKNL Batam,KEJAKSAAN,BARANG RAMPASAN,0.0,Kapal,Tidak,BB,Eksekusi,1,Eksekusi,49000000,2,2022,0,TAP,Internet Open Bidding
KPKNL Batam,KEJAKSAAN,BARANG RAMPASAN,0.0,Kapal,Tidak,BB,Eksekusi,1,Eksekusi,55000000,2,2022,0,TAP,Internet Open Bidding
KPKNL Batam,KEJAKSAAN,BARANG RAMPASAN,0.0,Kapal,Tidak,BB,Eksekusi,1,Eksekusi,451000000,2,2022,0,TAP,Internet Open Bidding
KPKNL Batam,KEJAKSAAN,BARANG RAMPASAN,0.0,Kapal,Tidak,BB,Eksekusi,1,Eksekusi,101000000,2,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK SYARIAH INDONESIA, Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,160050000,3,2022,0,BATAL,Internet Open Bidding
KPKNL Batam,"PT. BANK SYARIAH INDONESIA, Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,195000000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK SYARIAH INDONESIA, Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,514250000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,544500000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,369000000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,968000000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK RAKYAT INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,600000000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,BANK PERKREDITAN RAKYAT,PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,1475000000,3,2022,0,BATAL,Internet Open Bidding
KPKNL Batam,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,Lainnya,Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,15754000,2,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK MANDIRI (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,891086772,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK MANDIRI (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,1208904075,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK MANDIRI (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,1328200000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK MANDIRI (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,834466000,3,2022,0,BATAL,Internet Open Bidding
KPKNL Batam,"PT. BANK MANDIRI (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,400000000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK MANDIRI (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,200050000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,5032000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,1055000,2,2022,0,TAP,Internet Open Bidding
KPKNL Batam,KOPERASI,PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,315000000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,5671000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,2893000,3,2022,2,LAKU,Internet Open Bidding
KPKNL Batam,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,221580,3,2022,0,BATAL,Internet Open Bidding
KPKNL Batam,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,Paket Roda 4,Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,255197692,2,2022,0,TAP,Internet Open Bidding
KPKNL Batam,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,1271000,3,2022,1,LAKU,Internet Open Bidding
KPKNL Batam,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,1325000,3,2022,2,LAKU,Internet Open Bidding
KPKNL Batam,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,1214000,3,2022,2,LAKU,Internet Open Bidding
KPKNL Batam,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,1062000,3,2022,2,LAKU,Internet Open Bidding
KPKNL Batam,"PT. BANK SYARIAH INDONESIA, Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,176400000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK SYARIAH INDONESIA, Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,561721000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,BANK PERKREDITAN RAKYAT,PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,900000000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,777200000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,667400000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,165600000,3,2022,0,BATAL,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,281400000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,141000000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,369800000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,144800000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,887000000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK RAKYAT INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,750000000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,KURATOR,HARTA PAILIT,0.0,Tanah dan Bangunan,Tidak,BB+BTB,Eksekusi,1,Eksekusi,28000000000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,LAIN-LAIN,BARANG MILIK NEGARA,0.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,7486000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK CIMB NIAGA, Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,492789000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK CIMB NIAGA, Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,580155000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK CIMB NIAGA, Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,335562000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK CIMB NIAGA, Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,488220000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK CIMB NIAGA, Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,246480300,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK CIMB NIAGA, Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,397919400,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK CIMB NIAGA, Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,284216000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,KOPERASI,PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,387500000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,KOPERASI,PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,600000000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK MANDIRI (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,3627000000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK MANDIRI (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,2079000000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK MANDIRI (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,1279000000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK MANDIRI (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,2507500000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,252000000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,Alat Berat/Mesin,Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,55440000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,KOPERASI,PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,560000000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK RAKYAT INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,140000000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,BANK PERKREDITAN RAKYAT,PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,1258500000,4,2022,0,BATAL,Internet Open Bidding
KPKNL Batam,BANK PERKREDITAN RAKYAT,PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,520000000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK RAKYAT INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,1300000000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK RAKYAT INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,680000000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,7648146000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,80000000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,80000000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,219000000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,PEMERINTAH DAERAH,BARANG MILIK DAERAH,0.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,5858000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,PEMERINTAH DAERAH,BARANG MILIK DAERAH,0.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,1323000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,Kertas+Inventaris Eks Pemilu,Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,17799000,3,2022,1,LAKU,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,310000000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,277700000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,201200000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,229800000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,258900000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,236700000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,229800000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,233900000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,358000000,4,2022,0,BATAL,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,260700000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,325700000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,243200000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,2,Non Eksekusi Wajib,8675000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,KURATOR,HARTA PAILIT,0.0,Tanah dan Bangunan,Tidak,BB+BTB,Eksekusi,1,Eksekusi,48000000000,3,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK RAKYAT INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,1062700000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,BANK PERKREDITAN RAKYAT,PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,165000000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK MANDIRI (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,217000000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK MANDIRI (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,193000000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK MANDIRI (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,357467143,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK MANDIRI (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,65100000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,BANK PERKREDITAN RAKYAT,PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,750000000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK RAKYAT INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,306600000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK RAKYAT INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,400000000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK RAKYAT INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,353960000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK RAKYAT INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,150000000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK RAKYAT INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,200000000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK RAKYAT INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,200000000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK RAKYAT INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,200000000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK RAKYAT INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,200000000,4,2022,0,TAP,Internet Open Bidding
KPKNL Batam,"PT. BANK RAKYAT INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,150000000,4,2022,0,TAP,Internet Open Bidding
